video_clip_id,target_clip_ids,video_clip_narration,target_clip_narration,instruction,modified_captions
891b4e61-3d8f-4854-9d59-7e5949b3af7b_1957_1966,['891b4e61-3d8f-4854-9d59-7e5949b3af7b_1991_2000'],#C C tosses a dried plant root away,#C C tosses a piece of wrapper,Toss the wrapper instead.," #C C tosses the wrapper."
73139ac7-aa0a-4119-bf90-81a94a3f8c55_153_162,['73139ac7-aa0a-4119-bf90-81a94a3f8c55_115_124'],#C C drops nylon bag,#C C pulls out nylon bag,Pull it out.," #C C pulls out the polythene bag"
73139ac7-aa0a-4119-bf90-81a94a3f8c55_153_162,['73139ac7-aa0a-4119-bf90-81a94a3f8c55_134_143'],#C C drops nylon bag,#C C places cord into nylon bag,Place the cord inside.," #C C places the cord in the car boot"
73139ac7-aa0a-4119-bf90-81a94a3f8c55_134_143,['73139ac7-aa0a-4119-bf90-81a94a3f8c55_153_162'],#C C places cord into nylon bag,#C C drops nylon bag,Drop it.," #C C drops the keys."
73139ac7-aa0a-4119-bf90-81a94a3f8c55_134_143,['73139ac7-aa0a-4119-bf90-81a94a3f8c55_115_124'],#C C places cord into nylon bag,#C C pulls out nylon bag,Remove it from the bag.," #C C removes the charger from the bag."
73139ac7-aa0a-4119-bf90-81a94a3f8c55_115_124,['73139ac7-aa0a-4119-bf90-81a94a3f8c55_153_162'],#C C pulls out nylon bag,#C C drops nylon bag,Drop it.," #C C drops the gloves."
73139ac7-aa0a-4119-bf90-81a94a3f8c55_115_124,['73139ac7-aa0a-4119-bf90-81a94a3f8c55_134_143'],#C C pulls out nylon bag,#C C places cord into nylon bag,Place the cord inside.," #C C places the cord inside the gloves."
f79614b9-8c45-40f4-b1f3-a9f44428498e_23_32,['f79614b9-8c45-40f4-b1f3-a9f44428498e_81_89'],#C C loosens the screw with his left hand,#C C worked on the fuel tank. #unsure,Work on the fuel tank instead.," #C C works on the fuel tank with the pl"
f79614b9-8c45-40f4-b1f3-a9f44428498e_5_14,['f79614b9-8c45-40f4-b1f3-a9f44428498e_81_89'],#C C loosens the screw with his left hand,#C C worked on the fuel tank. #unsure,Work on the fuel tank instead.," #C C works on the fuel tank."
f79614b9-8c45-40f4-b1f3-a9f44428498e_43_52,['f79614b9-8c45-40f4-b1f3-a9f44428498e_81_89'],#C C loosens the screw with his left hand,#C C worked on the fuel tank. #unsure,Work on the fuel tank instead.," #C C works on the fuel tank."
f79614b9-8c45-40f4-b1f3-a9f44428498e_0_5,['f79614b9-8c45-40f4-b1f3-a9f44428498e_81_89'],#C C holds a screwdriver with his right hand,#C C worked on the fuel tank. #unsure,Work on the fuel tank.," #C C unscrews the fuel tank cap."
f79614b9-8c45-40f4-b1f3-a9f44428498e_81_89,"['f79614b9-8c45-40f4-b1f3-a9f44428498e_23_32', 'f79614b9-8c45-40f4-b1f3-a9f44428498e_5_14', 'f79614b9-8c45-40f4-b1f3-a9f44428498e_43_52', 'f79614b9-8c45-40f4-b1f3-a9f44428498e_0_5']",#C C worked on the fuel tank. #unsure,#C C loosens the screw with his left hand,Loosen the screw with the other hand.," #C C loosens the screw with his left hand."
089a5df8-49b1-4494-86b6-2a87dcaa4d50_220_228,['089a5df8-49b1-4494-86b6-2a87dcaa4d50_121_130'],#C C puts caliper assembly down,#C C smoothens caliper assembly part,Smooth it out.," #C C smooths out the steel on the stand."
089a5df8-49b1-4494-86b6-2a87dcaa4d50_220_228,['089a5df8-49b1-4494-86b6-2a87dcaa4d50_85_94'],#C C puts caliper assembly down,#C C puts the towel down,Same action with a towel.," #c c puts the towel on the"
089a5df8-49b1-4494-86b6-2a87dcaa4d50_121_130,['089a5df8-49b1-4494-86b6-2a87dcaa4d50_220_228'],#C C smoothens caliper assembly part,#C C puts caliper assembly down,Put it down.," #C C puts the rim down."
089a5df8-49b1-4494-86b6-2a87dcaa4d50_85_94,['089a5df8-49b1-4494-86b6-2a87dcaa4d50_220_228'],#C C puts the towel down,#C C puts caliper assembly down,Place the caliper assembly down.," #C C places the caliper assembly down."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_403_412,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_512_521'],#C C drops the plier in his gloved right hand on the worktable.,#C C drops the screwdriver in his gloved right hand on the worktable.,Change the tool to a screwdriver.," #C C inserts a screwdriver into the cylinder head cover with his right hand."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_403_412,"['6767f3a8-9a7e-4978-8939-5a988bd44c7e_532_541', '6767f3a8-9a7e-4978-8939-5a988bd44c7e_599_608']",#C C drops the plier in his gloved right hand on the worktable.,#C C drops the steel hammer in his gloved right hand on the worktable.,Change the tool to a hammer.," #C C holds a hammer."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_403_412,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_411_420'],#C C drops the plier in his gloved right hand on the worktable.,#C C picks up a T spanner from the worktable with his gloved right hand.,Swap the tool being picked up.," #C C picks up the tool with both hands"
6767f3a8-9a7e-4978-8939-5a988bd44c7e_512_521,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_403_412'],#C C drops the screwdriver in his gloved right hand on the worktable.,#C C drops the plier in his gloved right hand on the worktable.,Change the tool to pliers.," #C C picks the pliers."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_512_521,"['6767f3a8-9a7e-4978-8939-5a988bd44c7e_532_541', '6767f3a8-9a7e-4978-8939-5a988bd44c7e_599_608']",#C C drops the screwdriver in his gloved right hand on the worktable.,#C C drops the steel hammer in his gloved right hand on the worktable.,Change the object to a hammer.," #C C puts the hammer on the table"
6767f3a8-9a7e-4978-8939-5a988bd44c7e_512_521,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_411_420'],#C C drops the screwdriver in his gloved right hand on the worktable.,#C C picks up a T spanner from the worktable with his gloved right hand.,Pick up the T spanner instead.," #C C picks up the T spanner."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_532_541,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_403_412'],#C C drops the steel hammer in his gloved right hand on the worktable.,#C C drops the plier in his gloved right hand on the worktable.,Change the object to pliers.," #C C uses the pliers on the metal."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_532_541,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_512_521'],#C C drops the steel hammer in his gloved right hand on the worktable.,#C C drops the screwdriver in his gloved right hand on the worktable.,Change the tool to a screwdriver.," #C C picks a screwdriver."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_532_541,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_411_420'],#C C drops the steel hammer in his gloved right hand on the worktable.,#C C picks up a T spanner from the worktable with his gloved right hand.,Pick up the T spanner instead.," #C C picks up the T spanner."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_599_608,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_403_412'],#C C drops the steel hammer in his gloved right hand on the worktable.,#C C drops the plier in his gloved right hand on the worktable.,Change the tool to pliers.," #C C puts the pliers down"
6767f3a8-9a7e-4978-8939-5a988bd44c7e_599_608,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_512_521'],#C C drops the steel hammer in his gloved right hand on the worktable.,#C C drops the screwdriver in his gloved right hand on the worktable.,Change the object to a screwdriver.," #C C places the screwdriver on the table"
6767f3a8-9a7e-4978-8939-5a988bd44c7e_599_608,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_411_420'],#C C drops the steel hammer in his gloved right hand on the worktable.,#C C picks up a T spanner from the worktable with his gloved right hand.,Switch to the T spanner.," #C C puts the T spanner down"
6767f3a8-9a7e-4978-8939-5a988bd44c7e_411_420,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_403_412'],#C C picks up a T spanner from the worktable with his gloved right hand.,#C C drops the plier in his gloved right hand on the worktable.,Drop the plier instead.," #C C drops the plier."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_411_420,['6767f3a8-9a7e-4978-8939-5a988bd44c7e_512_521'],#C C picks up a T spanner from the worktable with his gloved right hand.,#C C drops the screwdriver in his gloved right hand on the worktable.,Drop the screwdriver instead.," #C C drops the screwdriver."
6767f3a8-9a7e-4978-8939-5a988bd44c7e_411_420,"['6767f3a8-9a7e-4978-8939-5a988bd44c7e_532_541', '6767f3a8-9a7e-4978-8939-5a988bd44c7e_599_608']",#C C picks up a T spanner from the worktable with his gloved right hand.,#C C drops the steel hammer in his gloved right hand on the worktable.,Drop the hammer instead.," #C C drops the hammer."
a843bc1d-8a58-4aea-9c56-b7c042011941_1102_1111,['a843bc1d-8a58-4aea-9c56-b7c042011941_896_905'],#C C swing long tennis racket,#O A man X throws the tennis ball with the racket,Throw it instead of swinging.," #C C throws the ball"
a843bc1d-8a58-4aea-9c56-b7c042011941_896_905,['a843bc1d-8a58-4aea-9c56-b7c042011941_1102_1111'],#O A man X throws the tennis ball with the racket,#C C swing long tennis racket,Swing the racket instead.," #C C swings the racket."
062ded0e-1df8-42d1-adaa-fc948e1cd7de_3447_3456,['062ded0e-1df8-42d1-adaa-fc948e1cd7de_3541_3549'],#C C kicks the ball with his right leg.,#C C picks up the rugby ball from the ground with his right hand.,Pick it up instead.," #C C picks up the ball"
062ded0e-1df8-42d1-adaa-fc948e1cd7de_3576_3585,['062ded0e-1df8-42d1-adaa-fc948e1cd7de_3541_3549'],#C C kicks the rugby ball with his right leg.,#C C picks up the rugby ball from the ground with his right hand.,Pick it up instead.," #C C picks it up from the field."
062ded0e-1df8-42d1-adaa-fc948e1cd7de_3917_3926,['062ded0e-1df8-42d1-adaa-fc948e1cd7de_3951_3960'],#C C holds his right leg with his right hand.,#C C removes his right hand from his right leg.,Remove the hand.," #C C removes hand from the shoes."
062ded0e-1df8-42d1-adaa-fc948e1cd7de_3541_3549,"['062ded0e-1df8-42d1-adaa-fc948e1cd7de_3447_3456', '062ded0e-1df8-42d1-adaa-fc948e1cd7de_3576_3585', '062ded0e-1df8-42d1-adaa-fc948e1cd7de_3489_3498', '062ded0e-1df8-42d1-adaa-fc948e1cd7de_3374_3383', '062ded0e-1df8-42d1-adaa-fc948e1cd7de_3437_3446']",#C C picks up the rugby ball from the ground with his right hand.,#C C kicks the ball with his right leg.,Kick it instead.," #C C kicks with his legs."
062ded0e-1df8-42d1-adaa-fc948e1cd7de_3489_3498,['062ded0e-1df8-42d1-adaa-fc948e1cd7de_3541_3549'],#C C kicks the ball with his right leg.,#C C picks up the rugby ball from the ground with his right hand.,Pick up the object instead.," #C C picks up the rugby ball."
062ded0e-1df8-42d1-adaa-fc948e1cd7de_3374_3383,['062ded0e-1df8-42d1-adaa-fc948e1cd7de_3541_3549'],#C C kicks the ball with his right leg.,#C C picks up the rugby ball from the ground with his right hand.,Pick it up instead.," #C C picks up the ball."
062ded0e-1df8-42d1-adaa-fc948e1cd7de_3951_3960,['062ded0e-1df8-42d1-adaa-fc948e1cd7de_3917_3926'],#C C removes his right hand from his right leg.,#C C holds his right leg with his right hand.,Hold the same leg.," #C C holds her leg while sitting on the ground"
062ded0e-1df8-42d1-adaa-fc948e1cd7de_3437_3446,['062ded0e-1df8-42d1-adaa-fc948e1cd7de_3541_3549'],#C C kicks the ball with his right leg.,#C C picks up the rugby ball from the ground with his right hand.,Pick it up instead.," #C C picks up an object from the field."
424d302f-9765-4f7a-9945-366d4f789136_34_43,['424d302f-9765-4f7a-9945-366d4f789136_102_111'],#C C stops driving the yellow lawn mower.,#C C reverses the yellow lawn mower.,Reverse it.," #C C moves the mower handle back."
424d302f-9765-4f7a-9945-366d4f789136_102_111,"['424d302f-9765-4f7a-9945-366d4f789136_34_43', '424d302f-9765-4f7a-9945-366d4f789136_135_144']",#C C reverses the yellow lawn mower.,#C C stops driving the yellow lawn mower.,Stop the action.," #C C stops his right hand on the gear."
424d302f-9765-4f7a-9945-366d4f789136_211_220,['424d302f-9765-4f7a-9945-366d4f789136_179_188'],#C C grabs a torchlight from the workshop cabinet with his left hand.,#C C holds the wrench and the bolt in both hands.,Hold both objects instead.," #C C holds the torch and the pocket with both hands."
424d302f-9765-4f7a-9945-366d4f789136_179_188,['424d302f-9765-4f7a-9945-366d4f789136_211_220'],#C C holds the wrench and the bolt in both hands.,#C C grabs a torchlight from the workshop cabinet with his left hand.,Grab a torchlight instead.," #C C grabs a torchlight in the workshop."
424d302f-9765-4f7a-9945-366d4f789136_135_144,['424d302f-9765-4f7a-9945-366d4f789136_102_111'],#C C stops driving the yellow lawn mower.,#C C reverses the yellow lawn mower.,Reverse it instead.," #C C pushes the lawn mower starter cord back in."
1e64cbac-80af-4aa8-86bd-cc03c081ab1a_107_116,['1e64cbac-80af-4aa8-86bd-cc03c081ab1a_130_139'],#C C holds the frying pan handle with her left hand.,#C C picks the napkin on the countertop with her left hand.,Pick up the napkin instead.," #C C picks up the napkin."
1e64cbac-80af-4aa8-86bd-cc03c081ab1a_130_139,['1e64cbac-80af-4aa8-86bd-cc03c081ab1a_107_116'],#C C picks the napkin on the countertop with her left hand.,#C C holds the frying pan handle with her left hand.,Hold the handle instead.," #C C holds the chopstick by the handle."
ec2d5748-62ee-498d-a735-e5392a73bcbf_1704_1713,"['ec2d5748-62ee-498d-a735-e5392a73bcbf_1628_1637', 'ec2d5748-62ee-498d-a735-e5392a73bcbf_2211_2220']",#O A woman d lifts the hand,#O A woman d moves the hands,Move both hands.," #C C moves the phone with both hands."
ec2d5748-62ee-498d-a735-e5392a73bcbf_1628_1637,['ec2d5748-62ee-498d-a735-e5392a73bcbf_1704_1713'],#O A woman d moves the hands,#O A woman d lifts the hand,Lift the hand instead.," #C C lifts his hand."
ec2d5748-62ee-498d-a735-e5392a73bcbf_2211_2220,['ec2d5748-62ee-498d-a735-e5392a73bcbf_1704_1713'],#O A woman d moves the hands,#O A woman d lifts the hand,Lift them instead.," #O person X lifts the phone"
ec2d5748-62ee-498d-a735-e5392a73bcbf_1637_1646,['ec2d5748-62ee-498d-a735-e5392a73bcbf_1704_1713'],#O A woman d looks around,#O A woman d lifts the hand,Lift her hand.," #O person X lifts her hand with the water bottle."
ec2d5748-62ee-498d-a735-e5392a73bcbf_1637_1646,"['ec2d5748-62ee-498d-a735-e5392a73bcbf_1628_1637', 'ec2d5748-62ee-498d-a735-e5392a73bcbf_2211_2220']",#O A woman d looks around,#O A woman d moves the hands,Move her hands.," #O person X moves her hands away from the rack."
ae2d6792-7bdb-43c4-89b2-fc58c4b977d7_378_387,['ae2d6792-7bdb-43c4-89b2-fc58c4b977d7_297_306'],#C C drops the sponge in his right hand in the sink.,#C C picks the sponge by the sink with his right hand,Pick it up.," #C C picks up the pan."
ae2d6792-7bdb-43c4-89b2-fc58c4b977d7_494_503,['ae2d6792-7bdb-43c4-89b2-fc58c4b977d7_504_513'],#C C places the pot lid in the cupboard with his right hand,#C C carries a plastic bowl from the kitchen counter with his right hand.,Carry a bowl instead.," #C C carries a bowl from the cabinet"
ae2d6792-7bdb-43c4-89b2-fc58c4b977d7_297_306,['ae2d6792-7bdb-43c4-89b2-fc58c4b977d7_378_387'],#C C picks the sponge by the sink with his right hand,#C C drops the sponge in his right hand in the sink.,Drop it into the sink.," #C C drops the sponge into the sink."
ae2d6792-7bdb-43c4-89b2-fc58c4b977d7_504_513,['ae2d6792-7bdb-43c4-89b2-fc58c4b977d7_494_503'],#C C carries a plastic bowl from the kitchen counter with his right hand.,#C C places the pot lid in the cupboard with his right hand,Place the lid in the cupboard.," #C C places the lid in the cupboard."
89193e37-1ed4-4a65-996b-6883f2e1cf61_3274_3283,['89193e37-1ed4-4a65-996b-6883f2e1cf61_3005_3014'],#c c turns the cloth on the table,#c c picks the cloth from the table,Pick it up.," #C C picks up the needle from the cloth."
89193e37-1ed4-4a65-996b-6883f2e1cf61_3037_3046,['89193e37-1ed4-4a65-996b-6883f2e1cf61_3005_3014'],#c c turns the cloth,#c c picks the cloth from the table,Pick it up from the table.," #C C picks a needle from the table with her right hand."
89193e37-1ed4-4a65-996b-6883f2e1cf61_3005_3014,"['89193e37-1ed4-4a65-996b-6883f2e1cf61_3274_3283', '89193e37-1ed4-4a65-996b-6883f2e1cf61_3037_3046']",#c c picks the cloth from the table,#c c turns the cloth on the table,Turn it over.," #C C turns the fabric over."
d94854b6-3469-4c9c-8d2b-aa9019010a11_311_320,['d94854b6-3469-4c9c-8d2b-aa9019010a11_299_308'],#C C puts the bread roster on the table,#C C puts the bread roster on top of the oven,Place it on the oven.," #C C places the oven plate on the oven."
d94854b6-3469-4c9c-8d2b-aa9019010a11_299_308,['d94854b6-3469-4c9c-8d2b-aa9019010a11_311_320'],#C C puts the bread roster on top of the oven,#C C puts the bread roster on the table,Move it to the table.," #C C moves the gas cooker to the table."
73005180-4af4-48a3-8c9a-f4afe2b99c58_177_186,['73005180-4af4-48a3-8c9a-f4afe2b99c58_142_151'],#C C turns the picture,#C C holds the picture,Just hold it.," #C C holds the piece of paper"
73005180-4af4-48a3-8c9a-f4afe2b99c58_177_186,['73005180-4af4-48a3-8c9a-f4afe2b99c58_31_40'],#C C turns the picture,#C C cuts the picture,Cut it.," #C C cuts the picture"
73005180-4af4-48a3-8c9a-f4afe2b99c58_142_151,['73005180-4af4-48a3-8c9a-f4afe2b99c58_177_186'],#C C holds the picture,#C C turns the picture,Turn it.," #C C turns the piece of paper"
73005180-4af4-48a3-8c9a-f4afe2b99c58_142_151,['73005180-4af4-48a3-8c9a-f4afe2b99c58_31_40'],#C C holds the picture,#C C cuts the picture,Cut it.," #C C cuts the piece of paper"
73005180-4af4-48a3-8c9a-f4afe2b99c58_31_40,['73005180-4af4-48a3-8c9a-f4afe2b99c58_177_186'],#C C cuts the picture,#C C turns the picture,Rotate it.," #C C rotates the paper with a painting."
73005180-4af4-48a3-8c9a-f4afe2b99c58_31_40,['73005180-4af4-48a3-8c9a-f4afe2b99c58_31_40'],#C C cuts the picture,#C C cuts the picture,No change needed.," #C C draws on the piece of paper"
80111886-6bab-4b16-aac6-1dfa42357d8b_58_67,['80111886-6bab-4b16-aac6-1dfa42357d8b_184_193'],#C C drops the potato with his left hand,#C C drops the knife on the sink with his right hand,Drop the other object with the other hand.," #C C drops the other object with his left hand."
80111886-6bab-4b16-aac6-1dfa42357d8b_58_67,['80111886-6bab-4b16-aac6-1dfa42357d8b_0_6'],#C C drops the potato with his left hand,#C C picks a peeler with his right hand,Pick up the peeler instead.," #C C picks up the peeler with his right hand."
80111886-6bab-4b16-aac6-1dfa42357d8b_184_193,['80111886-6bab-4b16-aac6-1dfa42357d8b_58_67'],#C C drops the knife on the sink with his right hand,#C C drops the potato with his left hand,Drop the other object with the other hand.," #C C drops an object on the counter top with his left hand."
80111886-6bab-4b16-aac6-1dfa42357d8b_184_193,['80111886-6bab-4b16-aac6-1dfa42357d8b_0_6'],#C C drops the knife on the sink with his right hand,#C C picks a peeler with his right hand,Pick up the peeler instead.," #C C picks up the peeler."
80111886-6bab-4b16-aac6-1dfa42357d8b_0_6,['80111886-6bab-4b16-aac6-1dfa42357d8b_58_67'],#C C picks a peeler with his right hand,#C C drops the potato with his left hand,Drop it with the other hand.," #C C drops the potato with his left hand."
80111886-6bab-4b16-aac6-1dfa42357d8b_0_6,['80111886-6bab-4b16-aac6-1dfa42357d8b_184_193'],#C C picks a peeler with his right hand,#C C drops the knife on the sink with his right hand,Drop the knife instead.," #C C drops the knife."
666beb29-be82-4f5f-8556-644ed5af8d90_0_6,['666beb29-be82-4f5f-8556-644ed5af8d90_92_101'],#C C attaches the impact wrench to the wheel of the motorbike. #unsure,#C C holds the bolt on the wheel with his right hand.,Hold the bolt instead.," #C C holds the bolt on the wheel"
666beb29-be82-4f5f-8556-644ed5af8d90_92_101,['666beb29-be82-4f5f-8556-644ed5af8d90_0_6'],#C C holds the bolt on the wheel with his right hand.,#C C attaches the impact wrench to the wheel of the motorbike. #unsure,Attach the tool instead.," #C C attaches the tool to the tire."
0fbf42b1-23ed-4a2b-ad71-ab438b45e0d2_932_941,"['0fbf42b1-23ed-4a2b-ad71-ab438b45e0d2_407_416', '0fbf42b1-23ed-4a2b-ad71-ab438b45e0d2_997_1006']",#C C drives the tractor,#C C puts down the rock with the forklift,Place the rock down with the forklift.," #C C places the rock down with the forklift."
0fbf42b1-23ed-4a2b-ad71-ab438b45e0d2_407_416,['0fbf42b1-23ed-4a2b-ad71-ab438b45e0d2_932_941'],#C C puts down the rock with the forklift,#C C drives the tractor,Drive the vehicle.," #C C drives the vehicle."
0fbf42b1-23ed-4a2b-ad71-ab438b45e0d2_997_1006,['0fbf42b1-23ed-4a2b-ad71-ab438b45e0d2_932_941'],#C C drops stone on the ground,#C C drives the tractor,Drive the tractor.," #C C drives the tractor"
89af735b-7c13-4366-befe-efd6cd5402ff_35_44,['89af735b-7c13-4366-befe-efd6cd5402ff_60_69'],#C C picks the metal bowl from the dinning table with her right hand.,#C C peels the portion of the cucumber with the knife in her right hand.,Peel it with the knife.," #C C peels the banana with a knife."
89af735b-7c13-4366-befe-efd6cd5402ff_60_69,['89af735b-7c13-4366-befe-efd6cd5402ff_35_44'],#C C peels the portion of the cucumber with the knife in her right hand.,#C C picks the metal bowl from the dinning table with her right hand.,Pick up the bowl instead.," #C C picks up the bowl with her left hand."
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_159_168,"['74d05939-ec8d-4da5-9a6f-35a0b97e22e2_52_61', '74d05939-ec8d-4da5-9a6f-35a0b97e22e2_96_105']",#C C rinses the sieve with both hands.,#C C rinses the table mat with both hands.,Rinse the other object instead.," #C C rinses the dish with her left hand."
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_52_61,['74d05939-ec8d-4da5-9a6f-35a0b97e22e2_159_168'],#C C rinses the table mat with both hands.,#C C rinses the sieve with both hands.,Rinse the other object instead.," #C C rinses the knife."
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_96_105,['74d05939-ec8d-4da5-9a6f-35a0b97e22e2_159_168'],#C C rinses the table mat with both hands.,#C C rinses the sieve with both hands.,Rinse the other object instead.," #C C rinses the object under the tap."
5ffb4038-585e-4fc5-85bf-84afaac2e599_2079_2088,['5ffb4038-585e-4fc5-85bf-84afaac2e599_1348_1357'],#C C moves to another area in the yard.,#C C walks towards the gate.,Walk towards the gate.," #C C walks towards the gate."
5ffb4038-585e-4fc5-85bf-84afaac2e599_2046_2055,['5ffb4038-585e-4fc5-85bf-84afaac2e599_1058_1067'],#C C pushes a dry plant with the broom. #Unsure,#C C sweeps the floor.,Sweep the floor instead.," #C C sweeps the floor with the broom in her right hand."
5ffb4038-585e-4fc5-85bf-84afaac2e599_2003_2012,['5ffb4038-585e-4fc5-85bf-84afaac2e599_1348_1357'],#C C moves to another area in the yard.,#C C walks towards the gate.,Walk to the gate.," #C C walks to the gate."
5ffb4038-585e-4fc5-85bf-84afaac2e599_1348_1357,"['5ffb4038-585e-4fc5-85bf-84afaac2e599_2079_2088', '5ffb4038-585e-4fc5-85bf-84afaac2e599_2003_2012']",#C C walks towards the gate.,#C C moves to another area in the yard.,Move to a different area.," #C C moves to a different area."
5ffb4038-585e-4fc5-85bf-84afaac2e599_1058_1067,['5ffb4038-585e-4fc5-85bf-84afaac2e599_2046_2055'],#C C sweeps the floor.,#C C pushes a dry plant with the broom. #Unsure,Push the object with the broom.," #C C pushes the broom across the compound."
93dd0d73-4bba-42b8-a382-18ecec4e3c6f_0_6,"['93dd0d73-4bba-42b8-a382-18ecec4e3c6f_36_45', '93dd0d73-4bba-42b8-a382-18ecec4e3c6f_21_30']",#c c holds the guitar,#c c touches the laptop,Touch the laptop instead.," #C C touches the laptop."
ce2cf2f6-24aa-4195-93a6-f82b283815e6_351_360,['ce2cf2f6-24aa-4195-93a6-f82b283815e6_0_5'],#C C replaces his thumb on top of the hose with his index finger.,#C  C holds the water hose with both hands.,Use both hands.," #C C waters the flowers with both hands."
ce2cf2f6-24aa-4195-93a6-f82b283815e6_0_5,['ce2cf2f6-24aa-4195-93a6-f82b283815e6_16_25'],#C  C holds the water hose with both hands.,#C  C stops spraying the water from the hose.,Stop spraying.," #C C stops watering the yard."
ce2cf2f6-24aa-4195-93a6-f82b283815e6_0_5,['ce2cf2f6-24aa-4195-93a6-f82b283815e6_351_360'],#C  C holds the water hose with both hands.,#C C replaces his thumb on top of the hose with his index finger.,Use the index finger instead.," #C C points at the pipe with his index finger."
ce2cf2f6-24aa-4195-93a6-f82b283815e6_16_25,['ce2cf2f6-24aa-4195-93a6-f82b283815e6_0_5'],#C  C stops spraying the water from the hose.,#C  C holds the water hose with both hands.,Hold it with both hands.," #C C holds it with both hands."
2a2ff7db-5460-4296-a8a7-946ba628226d_2800_2809,['2a2ff7db-5460-4296-a8a7-946ba628226d_2888_2897'],#C C places the mold of clay on the tray with his right hand.,#C C places the kneaded molds of clay on his left hand with his right hand.,Place them on the other hand.," #C C holds the wheat flour in his left hand."
2a2ff7db-5460-4296-a8a7-946ba628226d_2705_2714,['2a2ff7db-5460-4296-a8a7-946ba628226d_2888_2897'],#C C places the mold of clay on the tray with his right hand.,#C C places the kneaded molds of clay on his left hand with his right hand.,Place them on the other hand.," #C C holds the plate in her left hand."
2a2ff7db-5460-4296-a8a7-946ba628226d_2844_2853,['2a2ff7db-5460-4296-a8a7-946ba628226d_2888_2897'],#C C places the mold of clay on the tray with his right hand.,#C C places the kneaded molds of clay on his left hand with his right hand.,Place them on the other hand.," #C C places the corn flour in her left hand on the plate"
2a2ff7db-5460-4296-a8a7-946ba628226d_2888_2897,"['2a2ff7db-5460-4296-a8a7-946ba628226d_2705_2714', '2a2ff7db-5460-4296-a8a7-946ba628226d_2844_2853', '2a2ff7db-5460-4296-a8a7-946ba628226d_2751_2760']",#C C places the kneaded molds of clay on his left hand with his right hand.,#C C places the mold of clay on the tray with his right hand.,Place it on the tray.," #C C puts the corn meal on the tray."
2a2ff7db-5460-4296-a8a7-946ba628226d_2751_2760,['2a2ff7db-5460-4296-a8a7-946ba628226d_2888_2897'],#C C places the mold of clay on the tray with his right hand.,#C C places the kneaded molds of clay on his left hand with his right hand.,Place them on the other hand.," #C C places the corn in his other hand."
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1365_1374,"['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1305_1314', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1282_1291', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1467_1476', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1353_1362', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1412_1421', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1214_1223', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1379_1388', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1434_1442']",#C C rolls the yarn with her left index finger,#C C rolls a yarn around her left index finger,Roll it around the finger.," #C C rolls the yarn around her finger."
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1305_1314,['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461'],#C C rolls a yarn around her left index finger,#C C untangles the yarn with her hand,Untangle it.," #C C untangles the sweater yarn."
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1282_1291,['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461'],#C C rolls a yarn around her left index finger,#C C untangles the yarn with her hand,Untangle it.," #C C untangles the yarn."
