clip_name,narration_text,video_uid
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_240-033_248-033,#C C tightens the screw into the ignition part with the socket screwdriver. #Unsure,70c8bd4f-bfe1-4fb5-82ad-7d763cc28935
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_247-267_255-267,#C C tightens the screw into the  ignition part with the socket screw driver. #Unsure,70c8bd4f-bfe1-4fb5-82ad-7d763cc28935
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_55-8_63-8,#C C holds the gas tank cover with both hands.,70c8bd4f-bfe1-4fb5-82ad-7d763cc28935
716d39a8-9090-4948-8a7a-2b8d78078718_50-988_58-988,#C C takes matchbook from kitchen counter,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_58-288_66-288,#C C touches something on burner stove #unsure,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_149-554_157-554,#C C rubs face with right arm #unsure,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_156-421_164-421,#C C grabs burner stove door handle with right hand #unsure,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_105-954_113-954,#C C opens matchbook,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_65-388_73-388,#C C sets fire wood in burner stove on fire,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_151-136_159-136,# C C holds burner stove door with left hand,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_160-921_168-921,C was in a house. C put some fire woods into a burner stove. C used matches as a tool,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_3-788_11-788,#C C passes fire wood from right to left hand,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_65-388_73-388,#C C sets fire wood in burner stove on fire,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_58-288_66-288,#C C touches something on burner stove #unsure,716d39a8-9090-4948-8a7a-2b8d78078718
716d39a8-9090-4948-8a7a-2b8d78078718_0-021_4-388,#C C bends down,716d39a8-9090-4948-8a7a-2b8d78078718
719d9e89-4eb2-49ea-be14-dc2637dc303f_562-821_570-821,#C C presses some liquid soap from a bottle onto the sponge with his right hand,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_433-088_441-088,#C C rolls the slice of meat on the stick,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_382-721_390-721,#C C turns off the tap of the kitchen sink,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_368-921_376-921,#C C moves the serveware on the kitchen countertop,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_492-421_500-421,#C C rolls the slice of meat on the stick,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_448-054_456-054,#C C picks up a stick from the chopping board,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_592-621_600-621,#C C adds some spices onto the rolled meat in the plate,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_333-488_341-488,#C C picks up some chopped meat from the chopping board,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_502-854_510-854,#C C picks up a slice of meat from the polythene tray,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_368-921_376-921,#C C moves the serveware on the kitchen countertop,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_539-021_547-021,#C C picks up a slice of meat from the polythene tray,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_448-054_456-054,#C C picks up a stick from the chopping board,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_573-788_581-788,#C C dries his hands with a hand towel,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_314-654_322-654,#C C opens the door of a kitchen cabinet,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_322-454_330-454,#C C takes out a serveware from the kitchen cabinet,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_555-888_563-888,#C C picks up the polythene tray from the countertop with both hands,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_332-421_340-421,#C C pours some salt on the chopped meat,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_419-854_427-854,#C C puts the slice of meat in the flat plate,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_591-654_599-654,#C C opens the spices container with his right hand,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_580-788_588-788,#C C passes the salt container to his right hand,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_358-388_366-388,#C C picks up the salt container from the kitchen countertop,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_458-921_466-921,#C C picks up a stick from the bowl on the kitchen countertop,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_332-421_340-421,#C C pours some salt on the chopped meat,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_386-421_394-421,#C C picks up a flat plate from a table,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_573-788_581-788,#C C dries his hands with a hand towel,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_370-054_378-054,#C C gathers the chopped garlic from the chopping board with the knife,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_558-721_566-721,#C C turns on the tap of the kitchen sink with his left hand,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_526-354_534-354,#C C rolls the slice of meat on a stick,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_332-421_340-421,#C C pours some salt on the chopped meat,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_467-288_475-288,#C C rolls the slice of meat on the stick,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_580-054_588-054,#C C picks up a salt container from the countertop with his left hand,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_335-921_343-921,#C C puts the chopped meat into the serveware,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_539-021_547-021,#C C picks up a slice of meat from the polythene tray,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_412-588_420-588,#C C carries some sticks from a bowl on the kitchen countertop,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_368-921_376-921,#C C moves the serveware on the kitchen countertop,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_433-088_441-088,#C C rolls the slice of meat on the stick,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_381-654_389-654,#C C turns on the tap of the kitchen sink,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_366-488_374-488,#C C lifts up a waste nylon from the kitchen countertop,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_353-188_361-188,#C C opens the spice container,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_592-621_600-621,#C C adds some spices onto the rolled meat in the plate,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_433-088_441-088,#C C rolls the slice of meat on the stick,719d9e89-4eb2-49ea-be14-dc2637dc303f
719d9e89-4eb2-49ea-be14-dc2637dc303f_392-421_400-421,#C C removes a nylon from the polythene tray,719d9e89-4eb2-49ea-be14-dc2637dc303f
71a46db0-12e5-4a42-8fc4-ce9e87215fa9_12-5_20-5,#c c puts the tools in the car,71a46db0-12e5-4a42-8fc4-ce9e87215fa9
71a46db0-12e5-4a42-8fc4-ce9e87215fa9_0-0_4-0,#c c takes tool items,71a46db0-12e5-4a42-8fc4-ce9e87215fa9
71a46db0-12e5-4a42-8fc4-ce9e87215fa9_3-4_11-4,#c c walks out of the house,71a46db0-12e5-4a42-8fc4-ce9e87215fa9
71a46db0-12e5-4a42-8fc4-ce9e87215fa9_30-967_38-967,#c c close the car door,71a46db0-12e5-4a42-8fc4-ce9e87215fa9
71a46db0-12e5-4a42-8fc4-ce9e87215fa9_0-0_4-0,#c c takes tool items,71a46db0-12e5-4a42-8fc4-ce9e87215fa9
71a46db0-12e5-4a42-8fc4-ce9e87215fa9_3-4_11-4,#c c walks out of the house,71a46db0-12e5-4a42-8fc4-ce9e87215fa9
71a46db0-12e5-4a42-8fc4-ce9e87215fa9_30-967_38-967,#c c close the car door,71a46db0-12e5-4a42-8fc4-ce9e87215fa9
71a46db0-12e5-4a42-8fc4-ce9e87215fa9_12-5_20-5,#c c puts the tools in the car,71a46db0-12e5-4a42-8fc4-ce9e87215fa9
73005180-4af4-48a3-8c9a-f4afe2b99c58_17-367_25-367,#C C picks needle tool from the table,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_151-2_159-2,#C C wipes the needle tool,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_1-3_9-3,#C C picks lid,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_195-367_203-367,#C C presses the phone,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_10-433_18-433,#C C picks camera film,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_177-6_185-6,#C C turns the picture,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_4-933_12-933,#C C puts needle tool on the table,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_16-2_24-2,#C C puts camera on the table,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_151-2_159-2,#C C wipes the needle tool,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_0-0_4-0,#C C holds the needle tool,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_200-267_208-267,#C C looks at the phone,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_142-333_150-333,#C C holds the picture,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_17-367_25-367,#C C picks needle tool from the table,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_0-0_5-4,#C C sits in the house,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_5-567_13-567,#C C picks camera,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_195-367_203-367,#C C presses the phone,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_144-2_152-2,#C C scratches the picture,73005180-4af4-48a3-8c9a-f4afe2b99c58
73005180-4af4-48a3-8c9a-f4afe2b99c58_177-6_185-6,#C C turns the picture,73005180-4af4-48a3-8c9a-f4afe2b99c58
73139ac7-aa0a-4119-bf90-81a94a3f8c55_31-967_39-967,#C C holds a wheel lock,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_216-0_224-0,#C C steps out of car,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_47-067_55-067,#C C places disc into storage net,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_255-5_263-5,#C C moves bag,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_186-5_194-5,#C C opens car door,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_77-133_85-133,#C C ties nylon bag,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_275-433_283-433,#C C Drops eye glass case,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_307-433_315-433,#C C picks up jump starter wire,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_213-033_221-033,#C C folds nylon,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_65-533_73-533,#C C places jacket into trunk,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_47-067_55-067,#C C places disc into storage net,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_325-167_333-167,#C C brings out nylon bag from bag,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_31-967_39-967,#C C holds a wheel lock,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_251-6_259-6,#C C picks a key,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_44-733_52-733,#C C adjusts cover board,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_302-5_310-5,#C C comes out of car,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_11-433_19-433,#C C places bottle into car net,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73139ac7-aa0a-4119-bf90-81a94a3f8c55_115-467_123-467,#C C pulls out nylon bag,73139ac7-aa0a-4119-bf90-81a94a3f8c55
73352b80-a094-4a98-8e5f-9708c266749e_1041-467_1049-467,#C C removes dried paint from wall,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_1160-533_1168-533,#C C measures plank with tape rule,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_1277-767_1285-767,#C C opens door,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_943-133_951-133,#C C measures piece of wood with tape rule,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_976-6_984-6,#C C throws piece of cut plank into bucket,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_955-5_963-5,#C C marks a spot on piece of wood,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_1385-433_1393-433,#C C touches head #unsure,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_1214-5_1222-5,#C C measures plank with tape rule,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_1250-2_1258-2,#C C throws away a piece of wood from table saw,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_1079-3_1087-3,#C C drops pen on the board,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_1354-033_1362-033,#C C walks to machine saw,73352b80-a094-4a98-8e5f-9708c266749e
73352b80-a094-4a98-8e5f-9708c266749e_1362-0_1370-0,#C C cuts plank,73352b80-a094-4a98-8e5f-9708c266749e
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_2989-2_2997-2,#C C moves the grass trimmer to the middle of table with his right hand.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_2794-833_2802-833,#C C turns the lawn mower on the pathway.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1069-133_1077-133,#C C touches the paint roller.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1081-033_1089-033,#C C covers the paint.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1012-3_1020-3,#C C touches the mower machine.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_2918-567_2926-567,#C C pushes the lawn mower into a garage.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1162-867_1170-867,#C C pushes the paint bowl with his leg.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_939-7_947-7,#C C picks up the sticks from the floor.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1069-133_1077-133,#C C touches the paint roller.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_2739-367_2747-367,#C C drops the wire under a plant.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1124-5_1132-5,#C C paints the ceiling.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_2704-6_2712-6,#C C walks into the garage.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_2989-2_2997-2,#C C moves the grass trimmer to the middle of table with his right hand.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1165-3_1173-3,#C C  takes paint from the paint bucket with the paint roller.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_2819-833_2827-833,#C C mows the grass with the lawn mower.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1084-233_1092-233,#C C drops the paint bucket on the floor.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1077-4_1085-4,#C C carries a paint bucket from the floor.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
73e6163f-5dbd-49be-a6f1-d06d0a1dca31_1006-7_1014-7,#C C walks towards the mower machine.,73e6163f-5dbd-49be-a6f1-d06d0a1dca31
74736d57-1b15-4bad-9392-7b1b4ac39617_695-788_703-788,#C C touches her face with her hand. #Unsure,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_619-581_627-581,#c c stitches using a yarn,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_762-888_770-888,#C C adjust the wool on the knitting needles.,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_881-354_889-354,#C C adjust the wool on the knitting needles.,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_808-188_816-188,#C C scratches her head with her hand. #Unsure,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_839-887_847-887,#C C adjust the wool on the knitting needles.,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_693-288_701-288,#C C touches her head with her hand. #Unsure,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_778-821_786-821,#C C adjust the wool on the knitting needles.,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_848-388_856-388,#C C adjust the wool on the knitting needles.,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_614-209_622-209,#c c stitches using a stitch,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_881-354_889-354,#C C adjust the wool on the knitting needles.,74736d57-1b15-4bad-9392-7b1b4ac39617
74736d57-1b15-4bad-9392-7b1b4ac39617_762-888_770-888,#C C adjust the wool on the knitting needles.,74736d57-1b15-4bad-9392-7b1b4ac39617
747ca62c-333e-472a-94d8-7d436c56cb45_70-421_78-421,#C C rolls pedal with left hand,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_0-021_5-754,#C C holds the bottom of container with left hand,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_23-421_31-421,#C C touches pedal with left hand,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_92-488_100-488,#C C washes chain with big brush,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_63-354_71-354,#C C cleans bicycle chain with right hand,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_30-788_38-788,#C C moves big brush with right hand,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_70-421_78-421,#C C rolls pedal with left hand,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_23-421_31-421,#C C touches pedal with left hand,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_61-354_69-354,#C C passes brush from right to left hand,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_0-021_5-021,#C C walks out through a door,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_113-854_120-621,#C C rubs both hands on cloth,747ca62c-333e-472a-94d8-7d436c56cb45
747ca62c-333e-472a-94d8-7d436c56cb45_30-788_38-788,#C C moves big brush with right hand,747ca62c-333e-472a-94d8-7d436c56cb45
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_101-621_109-621,#C C places the table mat on the kitchen counter with his left hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_132-021_140-021,#C C closes the faucet with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_221-888_229-888,#C C hangs the apron on a door with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_2-388_10-388,#C C picks a piece of food from a table with his left hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_190-321_198-321,#C C holds the piece of cloth  with both hands.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_141-721_149-721,#C C holds the sieve with his left hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_0-021_7-188,#C C closes the fridge with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_105-621_113-621,#C C holds the piece of cloth  with both hands.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_33-654_41-654,#C C holds the table mat with his left hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_217-188_225-188,#C C takes off an apron with both hands.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_176-554_184-554,#C C opens the faucet with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_21-121_29-121,#C C picks the table mat from the table with his left hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_172-188_180-188,#C C carries a bottle of soap from beside the faucet with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_124-988_132-988,#C C picks the plate from the table with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_108-421_116-421,#C C holds the piece of cloth  with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_10-354_18-354,#C C wipes the table with the paper towel with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_202-021_210-021,#C C holds the paper towel with his right hand.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
74d05939-ec8d-4da5-9a6f-35a0b97e22e2_78-488_86-488,#C C places the table mat on the kitchen counter with both hands.,74d05939-ec8d-4da5-9a6f-35a0b97e22e2
75141dec-d6b3-4e2e-a144-5a126abf7dac_884-308_892-308,#O the man X touches the camera with his right hand.,75141dec-d6b3-4e2e-a144-5a126abf7dac
75141dec-d6b3-4e2e-a144-5a126abf7dac_845-133_853-133,#C C drops the tire rim on the ground with his left hand.,75141dec-d6b3-4e2e-a144-5a126abf7dac
75141dec-d6b3-4e2e-a144-5a126abf7dac_834-433_842-433,#C C drops the tire iron on the ground.,75141dec-d6b3-4e2e-a144-5a126abf7dac
75141dec-d6b3-4e2e-a144-5a126abf7dac_799-333_807-333,#C C places the wheel wrench on the floor.,75141dec-d6b3-4e2e-a144-5a126abf7dac
75141dec-d6b3-4e2e-a144-5a126abf7dac_863-833_871-833,#C C turns the tire with both hands.,75141dec-d6b3-4e2e-a144-5a126abf7dac
75141dec-d6b3-4e2e-a144-5a126abf7dac_711-667_719-667,#C C rolls the tire of the motorcycle with his both hands.,75141dec-d6b3-4e2e-a144-5a126abf7dac
